comments,ratings
爽剧 职场有一个文姐应该会很有斗志,5
其实就是宫斗剧。那个饰演晓薇的女演员太惊艳，没想到如此美居然是港姐亚军。不知道哪年冠军是谁？,5
好久好久没看过这么精彩的tvb电视剧，佘诗曼赞赞赞,5
好看好看每天追，喜欢佘诗曼，演的好好有气质,5
太太太太太太太太太太太好看了,5
这应该是近几年最好的港剧了，应该没有之一。佘诗曼真的很厉害，港剧有自身独特的气质。,5
这才是女性女性职场剧,5
她的衣服都对职场很有参考 佘诗曼演的好好啊 这几天追剧追的太上头了 每天下班都在追 语速快 画面大部分切的快 不像国产剧磨磨唧唧的  说话磨磨唧唧 画面磨磨唧唧 不倍速根本看不起来 不过估计是港剧跟内地合拍的 也有一些慢吞吞的升格慢镜头,5
李施嬅这个演员很晚才注意到她，真的很不错，之前在金宵大厦里就很喜欢她演的女主，这次也依旧很不错，全剧就她和阿佘两个戏份看的最爽,5
佘诗曼气场全开，马明根本压不住她。早年那些傻白甜角色完全不值一提，这个角色才最适合她，也最适合30+/40+的女性演员们。而不是一把年纪还硬凹少女人设，演一些令人啼笑皆非的角色，也抢了一些新生代演员们的饭碗。这个角色的魅力不止在于气场和职场，还有情场。她不是冷面的铁娘子，是到了夜里会绽放的铿锵玫瑰。小奶狗玩的不要太爽～第4集佘诗曼为所有人权衡利弊，我非常赞同她的做法也为之倾倒，已经是热泪盈眶的燃起来了！只是没想到黄雀在后，还是两只。,5
剧情节奏很好，人物群像很丰满,5
tvb的大旗没有佘诗曼真不行，高ling、李施华都可以。不要烂尾啊啊啊啊啊啊啊啊啊,5
近年最佳职场剧,5
不说合理不合理，起码很久没这么看得下去的连续剧了，没有绝对的好人坏人，所谓的朋友随时成为陌生人，但回忆永远都在。,5
五星鼓励一下优质港剧回归,5
“趁早找个男人嫁了吧”,5
爽剧，挺有意思的，佘诗曼演的好好，上次是金枝欲孽，好久不见,5
"在我年轻的时候，也是看着港剧女警女律师女法医女老板成长的，人生也很大程度受到这些女性的启蒙和影响。
这部剧应该是脱胎于珍妮弗安妮斯顿和莉兹威瑟斯彭的美剧早间新闻，又根据港情改了一下，虽然和老职场港剧的举重若轻还不能比，显得比较用力过猛，但是已经可以吊打内娱大女主金手指剧十八个来回。
一无是处的女人才要“找个男人嫁了”确实是今时今日的现实。",5
一夜刷了五集，根本停不下来,5
保持水准播到大结局吧，追剧烂尾我可受不了,5
“找个男人嫁了吧”感谢TVB从小到大给我竖立的自立自强的女性价值观，某些国产剧学一学吧，别整天霸总人设男主和靠男人没实力的女主,5
好爱佘诗曼，，,5
"阿佘回归之作
除了man姐，还喜欢许诗晴，关键时刻还是得能上，希望能接man的班",5
港剧骂人：你找个男人嫁了吧,5
好好看，熬夜看了5集。从头斗到尾，爽。阿佘跟李施嬅这边一定要赢啊。跟马国明居然不是一对cp，而是跟小鲜肉，惊喜。,5
甚至想扣掉半颗星，就因为对张家妍和刘艳的塑造,5
开局六级很炸！希望不要虎头蛇尾,5
精彩！虽然看到一些新闻行业的人说剧情悬浮，但是能唬住我这样的外行人就已经很厉害了！特别喜欢女主自发的野心，而不是被逼无奈才选择往上爬，不像某些大女主剧，总是先把女主逼上绝路，告诉观众女主内心其实很“干净”，不是自己想争。,5
分低了，我好多年不追剧了，能让我每天定时追剧完全不快进，而且男女主不是圣母白莲花烂好人，男女主之间没有感情戏，都是职场竞争这才好看。,5
职场剧，还得是港剧,5
多年未看港剧了，还是那个味道！还是那个阿佘！港剧拍职业剧绝了，请在擅长的赛道上继续前行！,5
"让擅长宫斗戏的视后来演TVB“擅长”的职业剧，又讲职场 又讲权斗，
你说 能不好看吗？

刚好看到第10集，
其实“家嫂”刘艳挺惨的，

冲进火场不完全是她错，
剪头发被恶搞其实也不是她的错，
但是元旦宝宝“绿的漂亮”绝对是她的问题了😂

PS：我昨天才想说，要是你被人讲一句头发长就受气了，就要气的马上剪头发的话，那么估计上班不到2周基本就要光头了。。不料这一集就有类似剧情了哈哈😂😂",5
"过瘾，节奏快，演技在线，最后到底有没有爱情线？？是不是问出这个问题的我，不太适合看这部剧
但还是希望他们不忘初心，想起了匹诺曹",5
近五年最好看的大女主剧本,5
新闻女王真的特别好看  节奏快的我一点倍速没开 我真的有点不爱看电视剧了 但是这个看着一点不无聊,5
天哪能看到这么高质量的国产剧我很感动,5
不是真的五星，而是好久没有认真拍一个行业，认真拍一群有血有肉的人的电视剧的五星表扬,5
节奏真的快，tvb的感觉又回来了，建议各位粤语原声追剧，体验阿佘贴脸开大的演技。目前五星观望。,5
虽然TVB的职场剧黄金时代真的不在了，就算冲着这些演技依然在线的演员们，还是值得一看！,5
一口气看12集，没有时间刷手机，女性角色都很立体，全员恶人，除了张家妍，能把圣母心角色演的飒爽，挺厉害的。佘诗曼冷笑的时候太帅气了，对乳腺好好！14集封神！徐晓微的角色从家境、童年和母亲的性格都把她在后来愿意在众人面前下跪的卑微、抑郁症的前因后果讲的很让人信服，直播中看到妹妹车祸身亡那种整个人被钉住，文姐含着泪劝她回主播台，cathy为什么也整个人吓懵、后面偷偷哭也有合理解释。每个人都鲜活的追随欲望、背后又有人性，剧情真的很赞！,5
剧情节奏快，内核非常稳，佘诗曼演技真好，气场强大,5
哈哈哈哈哈，虽然有些地方有些子离谱，但是这大胆的风格只有tvb能拍才不违和，内娱编剧真的一辈子写不出精彩的职场剧,5
本港剧爱好者真的又活了！,5
佘诗曼无敌！！！！,5
tvb职业剧该有的节奏，目前看着很舒适，希望别烂尾，阿佘现在气场真的强，能撑起这个角色,5
职场爽剧,5
好看啊，剧情紧凑吸引人，演技也在线，tvb职场剧还是可以的,5
江湖，撕杀的感觉,5
节奏，台词语速，剪辑。看的停不下来，哈哈哈。,5
香港记者的确跑得快……,5
还得是阿佘啊,5
阿佘太帅了吧！剧情真的好紧凑！,5
上过几年b班的人真的会觉得很真实，简直在演内陆职场状况。只是我是倒霉催的有能力且中立但被人嫉妒和搞的人,5
近期最好看的一部剧，真正的职业剧，剧情包括演员的演技真的看的人很过瘾，希望tvb可以多拍拍类似的剧！,5
看完五集了，停不下来,5
"再一次被TVB的剧一震，国产剧什么时候你有这样的水平啊！！！能不能再多一些这种，不要再情情爱爱了
现在好编剧好剧本真的好难，有时候看到一些近几年不错我国产剧感觉我们也不错，可是，仔细看看也就那么几部，屈指可数，唉，更不要说现在好多剧连几年前的国产剧都比不了，真的服了，也不知道这些编剧怎么想的，大家的思想是向上的，不是退化好吧😊
有时候说国产剧在进步吧，总有一些各种无脑的剧出来，希望内娱可以有更多更好的编剧和剧本吧！",5
女王大人,5
好看爱看，多搞点女性角色立的住的剧，爱看,5
好久没看港剧了 这个人物塑造太牛了,5
还是最爱佘诗曼,5
Man姐第一次高层会议不知道要去高尔夫球场，没有人通知她穿了一身正装格格不入。下次高层会议就变成了George穿着球服姗姗来迟，而man姐和所有高层都穿着正装开会。真的很牛,5
看得好想哭，因为这里头女性画像各种各样，不说讨厌喜欢，只觉得有野心的女人好美啊。每个人都很努力地在工作、当调查记者，我哭死，学新闻的人应该更想哭，且在这里干不好事就只能回去找个男的嫁了，世界观很先锋很芭比。职场宫心计，凭什么男人世界宫斗就叫权谋呢,5
既然能做到看剧学语言，那我什么时候才能进化到看剧写论文呢,5
演技和剧情吹爆！！！！,5
爽剧，好牛,5
好久没有看过全员搞事业、节奏感强、演技到位的粤语剧了！！佘诗曼的演技和气场真的carry全场啊！！又美又飒专业业务能力极强，脑子转数快！,5
"第八集了，每天回家打开新闻女王，瞬间被治愈。
本来今天想早点睡的，结果太好看了一口气炫了五集，根本停不下来😭😭每个人物都很立体，每个女性都可圈可点，我爱死man姐了，saly全场",5
虽然有些bug和套路，但是认真搞事业的女人谁不爱啊,5
真的很精彩，全程剧情高能，让人不忍快进,5
太好看了，剧情紧凑不拖沓，有以前tvb的味道了,5
绝绝子，上班确实是勾心斗角啊,5
"愿意是四星，但是呢有大陆剧的强烈对比，决定为五星。
找个男人嫁了吧！",5
4+，滤镜有点太亮，打五星是因为要给内地所谓职场剧打个样。“干不了回去嫁人啊”是港剧，“我成功就是要要嫁高富帅”是内地。,5
尽管无法与巅峰时期的TVB相提并论，但不论男女，不论年龄，都可以在这部剧里看到自己的影子。,5
逼我冲了会员，确实好看,5
TBB编剧终于回升了。,5
好看节目很快，全员演技在线,5
"为了爽而爽为了斗而斗 
呢排马明拍咁多戏 仲是精英男 看他抿嘴我都要觉得恶心了
何依婷不知道为啥无论演好人坏人都不讨人喜欢
Cathy和王伟在一起还怀孕我真的一头黑线 王伟算什么男人 还不确定怀孕就买补品 尊重女方意见了吗 爸爸一死就降智 没有原生家庭了就再找下一个家庭？
多一⭐给阿佘和高ling",3
这部剧的质量是不如这部剧目前声量的，在tvb剧风光不再的现在，全靠同行衬托。,3
高开低走。前面斗得你来我往，好不热闹。后面所有男性角色一丝一毫的魅力都没有，甚至没有反派魅力，想要突显女性角色是要靠势均力敌的，一群窝囊废能对比出来什么啊？张家妍开场能力强有理想，后期竟然要靠刘艳点拨？从第一集开始已经明显不想结婚了，还在犹豫什么？刘艳竟然能上桌我真的不理解，满口空话懒得多提。晓薇加戏太明显了，前期还能斗一斗，后期放飞自我很生硬，在草坪上喊谢谢斜杠的时候我都气笑了，以为在看《流星雨》。华姐都上不了tvb的台面，感觉像内地剧里的角色。Man姐和诗情比较稳，已经看到19集了，没办法弃了，哎，不上不下太难受了,3
优点是演技到位，Man姐真是够飒。缺点是编剧硬伤太多，强行造梗。港剧并没有重回巅峰。,3
metoo案开始高开低走，许诗情怀孕更加狗屎，不追了。,3
这部剧只需要看10集就够了，后面又走向套路化。,3
高开低走 不看了,3
开篇五星逐渐降到三星，我只能说如果不是同行衬托国产剧太烂哥们我能骂死你😇🤚剪辑上切得很生硬完全不考虑衔接，突然闯入十几秒片段只为提供信息推剧情，镜头语言很夸张就不说了，怎么做到找出那么多奇怪的角度把本来蛮好看的演员拍得脸型畸变的。？哦然后所有女的都要爱上个男的是吧🤣🤣,3
前十分钟以为在看港版新闻编辑室，但很快发现这是披新闻皮的TVB经典职场权斗戏。,3
高开低走，文姐前几集真的有点霸气侧漏，但是火灾直播后就很迷了，“给你展现什么是真正的直播”所以呢？我没看出来你的直播有多震撼……虎头蛇尾预定了。家妍也是，想做真正的新闻，可是每次总给人一种口嗨立人设的感觉（虽然能力强看出来了）明白编剧想树立专业的独立女性人设，可总有些奇怪的地方。男性角色就不评价了，没劲。,3
高开低走 越来越没意思,3
为了爽而爽？,3
"主要还是靠同行衬托吧。tvb传统撕逼大戏，因为节奏快，所以不少悬浮的细节就被带过去了，比如在新闻直播过程中找到火灾原因，比如各种新闻交易有前因没后果。所以，内娱啊，学着点节奏感和剪辑技术啊，剧本这写不好，至少可以写多点情节来扬长避短啊。

撕逼还是很有意思的，比较不舒服的一点是所有人都在内斗，难道不应该大家一起和资本家方姐斗嘛，搞定赞助搞定利润搞定业务，提走喜欢搞制衡的方姐，才是现代人正常的路径吧。如果说基层没有能力对抗只能站队，但高层总可以吧，每次要好了的时候，方姐指示飞爷略搞点事情，就又开始撕逼……不如换个职场吧

还有感情戏，大败笔，不懂佳妍的男票为啥一次又一次纵容她约会时选择工作，又要她放弃事业，还有George怎么和软饭男一样，还能和文慧心斗……总之，还是别谈了，会烂情节。",3
前10集4星，Man重回SNK后剧情人设都蹦了，看不下去,3
对剧情的发展好失望…谁能给我讲讲man对晓薇为什么那么好,3
明白剧想表达的思想 但是剧情有点浮夸了,3
前面几集真的很不错，但是从第七集往后这个剧情和台词是搞咩啊？？？编剧的脑壳应该是被门夹过了才会写出把人创死不偿命的稀烂剧情和台词，都21世纪了，tvb能不能接受一次社会主义改造？,3
3.5好和坏都有点怪,3
很久没看到好看的tvb剧了，不错不错。听说后面晓薇戏份多，emmm那扣一颗星,3
看到第八集的时候想放弃，朋友跟我说再看看，又看到了15感觉又有点食之无味了。。再看看吧。。,3
烂尾走向，弃了,3
排球性侵案那里还是执着在把镜头聚焦到受害女性的身体部位上，还拍了两个拿木尺拍打她们的镜头，这种老套的自以为展现性暴力但实际上是以男性意淫视角来拍摄的复古糟粕手法能不能加速灭亡,3
爽剧到位了,3
还行,3
比上不足，比下有余,3
高开低走，三星给在线的演技。,3
后面的剧情越来越破碎无语了，到最后都要谈个恋爱吗？还是那种俗套的老桥段，男生买了一份小零食给女生，女生很激动的说:“他家xx很有名很难买的，需要排队排很久呢……”,3
题材新颖，佘诗曼一如既往的稳,3
很久没有在内地这么火的tvb剧了 感觉酷也努力宣发了 但实在是被过誉了 职场部分很儿戏 或者说抖音爽剧套路,3
看不下去，12集弃了,3
虽然是宫斗，但里面金句还蛮多的，做新闻的公司内部捂嘴，还白纸黑字写下来，我们有啥公信力可言之类的。搞笑归搞笑，没出现媒体摄像机被抢走的桥段还有点不习惯呢。,3
恶女是很有力量的，传统妇女的“德行”一直都不是她们自己选的，是被赋予的，被安排的美德从来不算真美德，名利场搏杀为达目的不择手段，不掩饰对权力渴求的状态充满了人的活力和自主性，像个完整的人那样坏。整体的剧情……看一半弃了，越来越离谱。,3
按tvb的工资，何必争成甘个鬼样，简直吃饱牟野做。,3
大女主爽片，不同人物的塑造有血有肉，多面且真实，内斗方面部分“小儿科”，但不影响观感，希望后半部分不要崩塌,3
剧情流畅，看得过瘾，是港片那味，还可以。,3
好多场景都好假，但胜在故事框架不错，希望别烂尾,3
前几集还行 后面纯办公室斗争之后就没意思了 晓薇戏份为啥这么多 真的演得太烂了 不如其他三个女生,3
唯一的优点就是节奏确实快。但情节发展也是想一出是一出，想怎么编就怎么编，随意的很，内核也更接近宫斗。而且宣传诈骗呐，哪里有女人要工作不要男人了，最后还不是人人配一个24孝好男友。,3
讲男权也好女权也罢……这个社达味儿真文科废物一秒都忍不了,3
当宫斗剧看很合理,3
没有想象的好看 刚开始还行 特别是到了十几集的样子就感觉很奇怪 有点莫名其妙 吵得脑壳疼,3
不是多难看吧 只是我本来以为权斗和新闻比例会是对半左右 没想到99%是办公室宫斗..,3
高开低走，被他们吵烦了后面实在腻,3
看了¼吧，爽剧但是没有看下去的欲望,3
好久没看tvb了！越往后越有点失望,3
剧情过半，节奏依然快，建议改名《新闻斗争》；办公室公开恋情鼓掌给我整笑了。呕吐=怀孕，编剧多少有点刻板印象存在。再次感叹，佘诗曼演技超好！,3
新闻女王我已经看到十几集了。怎么说呢。我打三星。因为那个职场和环境真的跟内地差很远。就很欧美。我很难代入，无法共情，所以娱乐性不高。主要是我不好欧美范儿这一口。内地文化单位，哪里有正面刚的。都是脸上笑嘻嘻，背地MMP的，来阴的。,3
烂尾,3
被Cathy和王伟的CP创飞！！！！！弃剧了再见！,3
我怎么就看不进去呢,3
一直以来都很喜欢TVB的职场剧，但这部确实没以前的剧好，职场应该表现出行业、个人，可全成了宫斗场，可惜。,3
越看越没意思，剧情越来越莫名其妙了,3
说的是勾心斗角成常态。弃剧了。,3
越来越受不了，人设从一开始觉得是比较立体的，但到后面越来越刻板，情节也变得生硬。每次差不多的争斗，一伙人拉帮结派、打截胡、搞站队。张家妍那么理智而有原则，结果突然走向理想主义的极端；徐晓薇的一场场“正义之战”打得别太轻松；更别说许诗晴这个角色的崩坏，简直到我的雷点上，为了父亲选择当主播，甚至不惜出卖色相往上爬，结果父亲一走，她直接考虑回归家庭。。,3
编剧的审美从cathy是为了她爸才这么拼命往上爬开始过山车式下滑,3
越写越离谱，个个都优秀成那样了，只能在这一家公司待着吗，只能一棵树吊死，不能跳槽，真的是无语，已经为了宫斗而宫斗了，估计要烂尾了,3
优酷每次都喜欢尬吹，你们一年出不了一个好剧我可以理解😓,3
morning news？,3
TVB通病，高开低走，越看越莫名其妙,3
一口气看完前八集然后追更，眼看着它逐渐变拉。虽然我说不上来为什么变拉，但越看越不好看,3
接上条反观：表面上一开始用女性群像搞事业吸引人入坑，看到现在我只能说体验约等于看顶楼….雨露均沾地给每个女性角色加入一些女性被亲密关系下蛊的剧情😅btw 社会议题触碰成果为负——一开始告诉我这就是部港版顶楼我也就不吹毛求疵开开心心看下去了😅,3
一听是佘诗曼的剧，就会去看，但是剧情高开低走了，前期的人物形象和后期的人物行为很割裂，比如诗晴，家妍。尤其是许诗晴，前期就是很飒，结果后面有点崩了,3
看到五星的评论都以为是请来的,3
后劲不足,3
没有任何一份职业值得我们卑躬屈膝去获得，去做一份与自己的才能匹配的职业，切勿勉强。,3
高开癫走，这后续是啥东西，新闻一笔带过，人行天桥我以为会认真写的专题一笔带过，权斗后面写的也没有那么爽，那么有意思，每个人前后人设崩的好快。,3
还行吧就,3
以前觉得港剧职场人真厉害，雷厉风行。现在当了职场人，才知道这职场权斗真恶心,3
只能说还可以，下饭剧吧，剧情狗血，女主并不是完全好人，只是一个不会太坏的人。只能说靠内地职场剧衬托吧，显得这个剧格外精彩，后面剧情开始拖沓，开始大篇幅谈恋爱，一直快进，刚开始看还算精彩，越看越离谱。,3
当你醒悟权力斗争没有尽头时，审美疲劳就来了,3
一开始挺惊艳的，感觉tvb的水平回来了，到后面越斗看得我越累，直接当bgm放了……谁懂啊，不想写论文也就算了，剧也看不下去了，才会大冬天晚上身体还没好全出去走一圈……。、不过我永远爱佘诗曼！,3
tvb的一贯风格，有烂尾的趋势……三星观望🥹,3
越来越狗血了 口碑那么高只能说是内娱太差全靠同行衬托,3
一如既往的TVB剧流畅感，不过我对佘诗曼就还好没有特别中意，倒是李施嬅我很中意，再观望观望ps马国明我真的看厌了。,3
果然职场剧一讲谈恋爱就会变难看，最新几集节奏真的太磨叽，特别是Cathy啊，有能力有野心有智商懂得利用自己的优势谋资源，之前突然来个为爹上班我都忍了，结果突然因为疑似怀孕居然想辞职回家带孩子，要真是这结局我就弃剧了,3
他们真的太爱上班了,3
感觉要烂尾了。有种预感，刚开始吐槽“找个男人嫁了吧”各种上热搜，结尾说不定几个主要配角都会选择找个男人嫁了变成X太太，就很讽刺…,3
馬國明不行呀 男主立不起來,3
14集开始高开低走,3
新闻越来越少，乱斗越来越多…,3
这部剧与其他剧不同的是，对剧情的把握十分到位，会让我看完一集想要继续看下去，佘诗曼的气场太强了。但是其实深究就会发现，这部剧对每一件新闻背后的可以深度探讨的东西其实并没有很深入专研，更多的是在讲办公室政治的权斗。,3
看到第19集，真的有点痴线了……首先我很讨厌里面的权利争斗，天天斗来斗去的……不累吗……其次，作为一个曾经学新闻但现在没有从事新闻业的人，说实话，这个行业确实会给人不知道在卷什么的内卷焦虑。最后，这样做新闻，我真的想笑了……话事人不知道在干嘛，高层白天斗来斗去，晚上跟同事干柴烈火……就这工作，天天跑现场，还得做权利斗争，还得当牛做马……然后搁这天天吹什么无冕之王，第四权利……可能我已经躺平，抑或是我本来就没有新闻理想，所以我真的一点都受不了🤦‍♀️就这破班你说谁想上呢？想的人来深圳替我上好了……我只想天天躺平，看演唱会，旅游，我只想享福😅,3
不错！,3
高开乱走 越来越离谱了 以为是爽剧 结果拉了坨大的 不过也算矮子里拔高个 凑合,3
一开始看很惊艳，节奏剧情演员都很棒！但是，越往后越拖沓，18 19 20开始变得反复冗长，已经想要弃剧了。,3
前几集一脸懵，中间有几集不错，最近几集很拉垮，感觉要烂尾。每集讲一个case的时候还不错，现在都开始谈恋爱了？也没什么case了。一开始Cathy有野心有能力有身材有手段，现在要靠一个男的拯救……家妍中立正义派，突然就被派去冷宫当隐形人了（当然现在貌似要黑化回来了）。晓薇抑郁症突然好了，转变太突然了（明明刚刚跪man姐这么疯的也是你）。前面斗还有点意思（男的使坏玩政治，女的都在努力做新闻），华姐来了之后的斗（为了斗而斗）真的没意思，你们真的没有外部竞争对手的吗？内部这么斗按理说早就玩完了。,3
烂尾了。,3
前10集节奏很好 后面有点拉垮,3
目测是爽剧,3
好尬的演技和内容…,3
新闻采访的部分很好看，职场宫斗部分好无聊。斗来斗去都是方太太的棋子。话说方太太是在Q方逸华?龚慈恩老了还是很好看啊,3
算过关。如果最后敢把马国明跟文慧心搞在一起我再回打一星,3
怎么每个人都那么扯淡 又扯淡又好看,3
看完第17集。三星半,3
前边斗法还蛮好看，中期逐渐变烂，全员大聪明变成全员深井冰,3
很一般啊。。。。,3
看到18集了,3
抱歉……好无聊……看不下去,3
好久没听粤语,3
这何尝不是另一种全明星班底,3
不错哦真的是职场勾心斗角还得看tvb,3
爽剧,3
作为在这个专业二十年的兼职人员 客观地说有点夸张和狗血了 不少桥段假且悬浮 为职业而职业 最受不了的就是把“我学什么什么专业”挂在嘴上 讲真您现实里真会这么说话吗不论是学法律还是学新闻 您真的会这么说话吗 和无所畏惧那个破剧一样 这种台词让我恶心,3
当类全女电视剧碰到拉剧本 和不得不做的配平,3
好看在哪…？,3
分虚高了，矮子堆里拔大个儿，当晨间剧看看就好。就算一些评论坚持hk记者跑得比阿sir快，总不能次次快吧？有些情节就是太浮夸，比如关电闸的瞬间鸠摩智就放下屠刀；比如火灾幸存者说的可以进去救人的爬梯入口居然没被消防员掌握并排除隐患。剧的节奏确实挺抓人的，但情节不细致，经不起推敲，像剧本赶工写的，先下猛料，做不了白灼就做麻辣盖过其他味道。与zf、赞助商、对手公司的关系和各主播背后的势力纠葛，都不够深入。看了几集隐隐有情节不够感情纠纷来凑的趋势。,3
越写越离谱，个个都优秀成那样了，只能在这一家公司待着吗，只能一棵树吊死，不能跳槽，真的是无语，已经为了宫斗而宫斗了，估计要烂尾了,3
最近剧荒，不知道看什么，刚好这个出现了，TVB终于不再拍什么政、法、警三件套了，有了新题材新视角，很好的下饭剧，觉得还是不错的，有新意有剧情至少比国产总仙侠的好,3
宜家点解越来越唔钟意TVB剧七情上面咁啄住晒噶剧情同演法，晕！从来无钟意过马国明演得假仲老土，佘诗曼都好唔倒去边........,3
一开始看很惊艳，节奏剧情演员都很棒！但是，越往后越拖沓，18 19 20开始变得反复冗长，已经想要弃剧了。,3
职场宫斗剧，槽点很多很drama，但就是很爽很上头😂女性角色不再单一，这一点挺好的,3
好看,3
你们胡说，什么阿佘马明，明明是汪明荃搭的刘松仁,3
好抓马 好像是第一次看港剧 感觉不管是拍摄方法还是配角演技，都稍显尴尬..不过挺下饭的,3
用完直接辞职也太牛了,3
越来越受不了，人设从一开始觉得是比较立体的，但到后面越来越刻板，情节也变得生硬。每次差不多的争斗，一伙人拉帮结派、打截胡、搞站队。张家妍那么理智而有原则，结果突然走向理想主义的极端；徐晓薇的一场场“正义之战”打得别太轻松；更别说许诗晴这个角色的崩坏，简直到我的雷点上，为了父亲选择当主播，甚至不惜出卖色相往上爬，结果父亲一走，她直接考虑回归家庭。。,3
中间metoo这段真的是离谱到我要倒扣分。,3
越来越狗血了 口碑那么高只能说是内娱太差全靠同行衬托,3
香港是怎么做到现代又封建的/SNK到底给你们开多少钱工资啊？/换个人睡啊文姐，你真的很爱工作诶，白天上班看他的脸晚上还要看他的脸啊😖/场景搭建有点出戏，像情景剧/不是火灾现场还敢用手摸门把手，也不能开门吧，会爆炸的……/慢慢地就跑偏了/剧情紧凑不是剧情跳跃，细节不够也不用回忆这么长的往事，离这么近拍枪战，真的好滑稽/哪有什么大女主，只有被资本耍的团团转的打工人/感情戏…大家都是没有感情的战斗机器人/为观众精心挑选的议题/学好英语真的很重要啊是吧诗情,3
哈哈哈哈，瞎看一个……,3
无脑剧，我定义的～,3
卧槽卧槽卧槽……我追平到现在你敢信？很久没看到这样令我着迷的港剧了，港剧迷狂喜,3
看到第十集还是觉得很像抖音爽剧加长版,3
"emmm新闻题材，记者出场先矫揉造作一波，别把我吓晕……

宫斗合法复活方式😁

🆘🆘🆘🆘编剧我家诗情怎么回事啊，谈恋爱还怀孕，哈?",3
"剧情太不真实了
只有爽言爽语",3
六分。和以往的TVB职业剧相比，很明显的少了那种松弛感，让人没有了对一种职业的兴趣或向往。明显是一部迎合观众的爽剧。避重就轻的回避了“媒体”的讨论，更重于职场癔症型的“斗”。,3
其实讲真的看了这剧，觉得上班真的别太认真。,3
现在搞不清jc在干嘛了,3
"一口气看四集。故事、节奏、冲突都太好了，根本停不下来
看了两集，有点儿疲劳，方太太真是有钱人可以为所欲为啊",3
想起日剧「First Class」好看～,3
怎么这么土啊这剧情这剪辑这音效,3
感觉其实不是特别有趣，港剧的质量降低了,3
爽是挺爽的，但是太假,3
非常爽剧,3
不知道会不会演变成宫心计呢,3
四星给演员，剧本倒扣一星。,3
差不多10集之后开始快进，阿佘开始隐身，开始推新人，刘艳这个角色真的?不懂,3
我就问一句，香港人都是在用生命在工作吗？,3
好撕裂啊，人真的能在泯灭人性的同时保持善良，在突破底线的同时坚持新闻理想吗？,3
打个工也太拼了吧,3
佘诗曼霸气全开,3
新闻的篇幅不如权斗的篇幅，而且拍的很浮夸、很幼稚，新闻的专业没有拍出多少，首富死亡根本就没有确切新闻来源就报了太可笑，其他角色过于愚蠢，动不动“近10年最高收视率”结果就这？xiaowei演技太差。总体不如N年前HKTV的《导火新闻线》,3
作为新传学子，评价是好疯癫的剧情。不过Man 姐确实足够slay 看着很爽很过瘾，有点类似于土味剧情，又土又上头的感觉……（刘艳好像薛凯琪啊！）,3
看着看着有点疲了,3
前六集紧凑吸睛、人物野心丰满，后开始沦为鸡毛蒜皮的狗血宫斗，全靠同行衬托，但还是想看后续,3
前十二集好精彩 我只想看宫斗 在TVB看如何讲好新闻蛮好笑,3
好久没看tbb了，看了半集还不错，熟悉的味道，难得佘一姐回巢拍片，看看咯。,3
高开低走，前期比较好看，后面越来越没意思了，新闻职场性弱了很多，主要都是宫斗了，真的变成披着新闻职场外衣的宫斗剧了，但是snk给多少工资，才能让人这么拼啊，现代职场又不是古代宫斗，古代宫斗没有退出机制，不斗会没命，现代社会职业选择至少要广阔一些，没必要挤在一个狭窄的平台上斗个你死我活，真的是想不开，完全没必要……,3
看到关运营商基站治病那块实在绷不住了，瞎编也要有个限度，这段剧本错的太离谱。台词有很多亮眼之处，几个主要演员的表现也还好，办公室和居家的装修都很不错。由于评者与上述剧情利益相关，综合下来三星。,3
好长时间没看“宫斗剧”了，这剧这确实是TVB的优势。,3
诈骗我开会员之后从第12集开始造屎,3
M前几集还可以，到后面剧情感觉有点无语,3
佘诗曼回巢；“不如趁早稳个男人嫁咗佢啦”；女主请的是佘诗曼但其实捧的是家嫂王敏奕；思觉大叔篇剧情开始乱来；“商人无祖国”；,3
新闻人有自己的爽剧,3
他们真的太爱上班了,3
节奏确实很快，但是也确实很膈应，画质变精致，但内容……跟不上,3
播报中途剪头发是不畏强权？精神那么不稳定还不开除，后台是多硬……,3
…………当然如果新闻台都是这样，那的确新闻系也没有什么存在的必要,3
太假，完全脱离现实，为了给主角立人设而编造的各种新闻，所谓的现场更是假的不得了，仿佛一切都给这些所谓的新闻人员让道，警察消防都靠边站！,1
又是一部高开低走的剧，从6集开始人设开始割裂，剧情进展太慢了，为了狗血而狗血，真的有点失望了。,1
看到Cathy怀孕果断弃剧了，什么鬼啊，本来一群独立女性搞事业的立意挺好，演着演着成了宫斗，宫斗就算了，竟然还有主要女性角色听到男人说“没工作没关系我养你”漏出充满爱意的笑？？天呐赶紧找个男人嫁了吧，气死我了。,1
演技真的就是在告诉别人我很有演技……,1
希望圆回来啊😅,1
看得心累,1
演员又老又丑又装，剧情胡编乱造乱七八糟。只知道港片没落，没成想已没落到抖音风格。总之就是浮夸+全程装b+剧本太假。,1
太垃圾了，前面高开就是为了后面爱男吗,1
还不如爽快点直接拍宫斗剧。对这几位有点审美疲劳(无恶意)。,1
开始剧情的确很棒很不错，导致我对后续发展期待过高。现在这些狗血且过于歹毒的感情戏与台词令我极度不适，这部剧不是一盘二星馊饭，而是一盘吃着吃着却蹦出来一大堆死蟑螂的菜品，一星不能再多了。,1
1. 说实在的，港剧的噱头不是每次都好用；2. 职场上有飞爷这样的领导恶心的一天都吃不下饭,1
哎，都老了，tvb也早落寞了,1
